dataset,temperature,temperature_sl,temperature_sh,field,pressure,pressure_sl,pressure_sh,phase,velocity,velocity_sl,velocity_sh
Gushchin 1982,80,0,0,0.937728,0,0,0,solid,6.36759,0,0
Gushchin 1982,80,0,0,1.02312,0,0,0,solid,6.52235,0,0
Gushchin 1982,80,0,0,1.12178,0,0,0,solid,6.84504,0,0
Gushchin 1982,80,0,0,1.27231,0,0,0,solid,7.18292,0,0
Gushchin 1982,80,0,0,1.41538,0,0,0,solid,7.50141,0,0
Gushchin 1982,80,0,0,1.56681,0,0,0,solid,7.64614,0,0
Gushchin 1982,80,0,0,1.73455,0,0,0,solid,7.9466,0,0
Gushchin 1982,80,0,0,1.8835,0,0,0,solid,8.34,0,0
Gushchin 1982,80,0,0,2.07486,0,0,0,solid,8.37805,0,0
Gushchin 1982,80,0,0,2.25301,0,0,0,solid,8.7502,0,0
Gushchin 1982,80,0,0,2.5063,0,0,0,solid,9.0939,0,0
Gushchin 1982,80,0,0,2.65625,0,0,0,solid,9.27064,0,0
Gushchin 1982,80,0,0,2.98334,0,0,0,solid,9.35771,0,0
Gushchin 1982,80,0,0,3.1775,0,0,0,solid,9.86941,0,0
Gushchin 1982,80,0,0,3.41689,0,0,0,solid,10.1097,0,0
Gushchin 1982,80,0,0,3.72826,0,0,0,solid,10.5587,0,0
Gushchin 1982,80,0,0,4.12739,0,0,0,solid,10.9736,0,0
Gushchin 1982,80,0,0,4.45987,0,0,0,solid,11.2406,0,0
Gushchin 1982,80,0,0,4.93748,0,0,0,solid,11.7964,0,0
Gushchin 1982,80,0,0,5.46608,0,0,0,solid,12.2599,0,0
Gushchin 1982,80,0,0,6.0216,0,0,0,solid,12.4361,0,0
Gushchin 1982,80,0,0,6.79629,0,0,0,solid,12.799,0,0
Gushchin 1982,80,0,0,7.63352,0,0,0,solid,13.1089,0,0
Gushchin 1982,80,0,0,8.57467,0,0,0,solid,13.8234,0,0
Gushchin 1982,80,0,0,9.35475,0,0,0,solid,13.8196,0,0
Halpern 1967,85,0,0,0.020499,0,0,0,liquid,0.126579,0,0
Halpern 1967,85,0,0,0.0299994,0,0,0,liquid,0.181401,0,0
Halpern 1967,85,0,0,0.0415968,0,0,0,liquid,0.221203,0,0
Halpern 1967,85,0,0,0.0587031,0,0,0,liquid,0.311333,0,0
Halpern 1967,85,0,0,0.0891075,0,0,0,liquid,0.430529,0,0
Halpern 1967,85,0,0,0.103001,0,0,0,liquid,0.515305,0,0
Halpern 1967,85,0,0,0.106766,0,0,0,liquid,0.584248,0,0
Halpern 1967,85,0,0,0.216651,0,0,0,liquid,1.021,0,0
Halpern 1967,85,0,0,0.341201,0,0,0,liquid,1.26816,0,0
Halpern 1967,85,0,0,0.394543,0,0,0,liquid,1.38781,0,0
Halpern 1967,85,0,0,0.621094,0,0,0,liquid,1.91941,0,0
Halpern 1967,85,0,0,0.926641,0,0,0,liquid,2.10258,0,0
